102,102,102,102,0,0,0,0,0,0,0,0,0,152,153,138,139,172,173,138,139,152,153,0,0,240,241,0,0,0,0,0,0,0,0,0,102,102,102,102
102,102,102,102,0,0,10,11,24,25,10,11,6,7,40,41,36,37,18,19,6,7,18,19,40,41,50,51,0,0,18,19,38,39,0,0,102,102,102,102
102,102,102,102,0,0,0,0,0,0,0,0,4,5,2,3,8,9,0,0,26,27,1,22,23,2,3,50,51,0,0,0,0,0,0,0,102,102,102,102
102,102,102,0,0,0,98,99,0,0,0,0,0,0,0,0,0,0,0,98,99,0,0,0,0,0,0,0,0,0,0,0,98,99,0,0,0,102,102,102
102,102,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,102,102
54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55
100,100,54,55,54,55,54,55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,54,55,54,55,54,55,100,100
0,0,106,55,54,55,54,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,55,54,55,54,107,0,0
0,0,0,106,54,55,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,54,55,107,0,0,0
0,0,0,0,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,0,0,0,0
0,0,0,0,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,0,0,0,0
0,0,0,0,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,0,0,0,0
