19,19,19,19,19,19,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,10,19,19,19,19,19,19,19
19,0,42,43,42,43,50,51,2,3,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,50,51,6,7,42,43,42,43,19,19
144,145,16,17,16,17,16,17,6,7,0,0,0,0,0,0,0,49,63,63,63,49,0,0,49,146,146,146,146,146,16,17,16,17,16,17,16,17,8,11
144,145,6,7,4,5,15,5,8,9,49,49,49,49,49,49,49,49,49,49,49,49,49,49,146,146,146,146,146,146,10,11,4,5,15,5,16,17,6,7
144,145,6,7,42,43,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,42,43,48,48,48,48,48,48,48,48,48,48,48,48,63,63,63,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,42,43,48,48,48,49,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,49,49,49,49,48,48,48,48,48,16,17,6,7
144,145,6,7,42,43,48,48,48,49,49,146,146,146,146,146,146,146,146,146,146,146,49,49,49,49,49,49,49,49,49,48,48,48,48,48,16,17,6,7
144,145,16,17,16,17,16,17,8,11,49,49,49,49,49,49,49,49,49,49,49,49,0,0,0,49,63,63,63,63,16,17,16,17,16,17,16,17,6,7
10,11,4,5,4,5,16,17,6,7,146,146,146,146,146,146,49,48,48,48,48,49,0,0,49,63,63,63,63,63,16,17,2,3,4,5,4,5,8,9
0,0,0,0,0,0,16,17,16,17,16,17,16,17,16,17,16,93,93,93,93,17,16,17,16,17,16,17,16,17,16,17,6,7,0,0,0,0,0,0
0,0,0,0,0,0,10,11,4,5,4,5,4,5,4,5,0,8,9,0,0,10,11,4,5,4,5,4,5,4,5,0,8,9,0,0,0,0,0,0
