0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,16,17,16,17,16,17,10,11,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,2,3,15,5,4,5,15,5,16,17,10,11,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,17,2,3,8,9,0,1,0,0,0,0,8,9,16,17,10,11,0,0
144,145,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,2,3,8,9,0,0,0,63,63,63,0,0,0,0,10,11,16,17,12,13
95,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,8,9,0,0,0,63,0,0,0,0,0,0,0,0,0,0,16,17,6,7
95,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,63,0,32,33,0,0,63,0,0,0,49,16,17,6,7
144,145,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,0,0,0,0,0,0,0,63,63,63,0,0,0,49,49,146,16,17,6,7
10,11,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,16,17,0,0,0,0,0,0,0,0,0,49,49,146,16,17,4,5,10,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,17,0,1,0,1,0,0,49,146,16,17,4,5,10,11,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,16,17,16,17,16,17,16,17,4,5,10,11,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,5,4,5,4,5,10,11,0,0,0,0,0,0
