16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,8,11
16,17,2,3,4,3,4,3,4,3,4,5,4,5,14,15,4,158,16,17,2,3,4,5,14,15,4,5,4,5,4,5,4,5,4,5,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,146,16,17,6,7,48,48,48,48,48,48,48,48,48,48,55,49,32,33,16,17,6,7
16,17,6,7,48,48,48,55,48,48,48,48,48,48,48,48,48,146,16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,54,49,49,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,146,16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,55,55,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,146,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,146,16,17,6,7,4,5,4,5,4,5,4,5,4,5,20,21,22,23,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,55,48,48,48,146,16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,146,16,17,6,7,48,48,55,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,55,48,48,48,48,48,48,48,48,48,48,48,48,146,16,17,6,7,48,48,48,48,48,48,48,48,48,48,48,48,48,48,16,17,6,7
16,17,6,7,48,48,48,48,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,12,13,48,48,48,48,16,17,6,7
10,11,93,93,93,93,93,93,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,93,93,93,93,93,93,4,5,8,9
