0,0,0,0,0,0,16,17,16,17,16,17,16,17,16,17,16,92,92,92,92,17,16,17,16,17,16,17,16,17,16,17,8,11,0,0,0,0,0,0
0,0,0,0,0,0,16,17,2,3,4,5,4,5,4,5,4,48,48,48,48,10,4,5,4,5,4,5,15,5,16,17,6,7,0,0,0,0,0,0
144,145,16,17,16,17,16,17,6,7,0,49,49,49,49,49,49,48,48,48,48,49,49,49,49,49,49,49,49,0,16,17,16,17,16,17,16,17,8,11
144,145,6,7,4,30,30,5,8,9,49,146,146,146,146,146,146,48,48,48,48,146,146,146,146,146,146,146,146,49,10,11,4,30,30,5,16,17,6,7
144,145,6,7,63,146,146,146,146,146,146,146,146,146,146,146,146,48,48,48,48,146,146,146,146,146,146,146,146,146,146,146,146,146,146,63,16,17,6,7
95,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,94,0,0
95,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,94,0,0
144,145,8,11,63,146,146,146,146,146,146,146,146,146,146,146,146,48,48,48,48,146,146,146,146,146,146,146,146,146,146,146,146,146,146,63,16,17,6,7
144,145,16,17,16,17,16,17,8,11,49,146,146,146,146,146,146,48,48,48,48,146,146,146,146,146,146,146,146,49,16,17,16,17,16,17,16,17,6,7
19,11,4,5,4,5,50,51,6,7,0,49,49,49,49,49,49,48,48,48,48,49,49,49,49,49,49,49,49,0,16,17,2,3,4,5,4,5,8,9
19,0,42,43,0,0,16,17,16,17,16,17,16,17,16,17,16,93,93,93,93,17,16,17,16,17,16,17,16,17,16,17,6,7,0,0,0,0,0,0
19,19,19,19,19,19,10,11,4,5,4,5,4,5,4,5,0,8,9,0,0,10,11,4,5,4,5,4,5,4,5,0,8,9,0,0,0,0,0,0
