0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,56,0,6,7,36,37,10,11,8,9,18,19,40,41,38,39,0,56,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,196,197,0,8,9,10,11,44,45,10,11,24,25,30,31,32,33,10,11,8,9,0,0,4,5,50,51,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,30,31,8,9,24,25,18,19,22,23,10,11,26,27,30,31,42,43,38,39,10,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,2,3,38,39,30,31,28,29,0,0,14,15,36,37,2,3,44,45,10,11,38,39,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,96,97,0,14,15,18,19,40,41,16,17,42,43,4,5,70,6,7,30,31,26,27,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,30,31,8,9,24,25,18,19,22,23,10,11,26,27,30,31,42,43,38,39,10,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,155,130,131,146,147,156,157,0,0,154,155,138,139,156,157,170,171,0,0,0,0,0,0,0,0
