0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,92,92,92,92,16,17,6,7,0,0,16,17,16,17,16,17,16,17,12,13,0,0,0
0,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,48,48,48,48,16,17,6,7,16,17,2,3,4,5,4,5,4,5,16,17,12,13,0
0,16,17,2,3,4,5,4,5,4,5,4,5,4,5,4,5,8,9,0,0,16,17,6,7,16,17,6,7,0,80,81,0,0,0,16,17,6,7,0
0,16,17,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,6,7,10,11,16,17,12,13,0,0,16,17,2,3,8,9,0
0,16,17,6,7,0,0,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,6,7,0,0,16,17,6,7,0,0,16,17,6,7,0,0,0
0,16,17,6,7,0,0,16,17,2,3,4,5,4,5,4,5,4,5,4,5,4,5,8,9,0,0,16,17,6,7,0,0,16,17,6,7,0,0,0
0,16,17,6,7,0,0,16,17,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,6,7,0,0,16,17,6,7,0,0,0
0,16,17,6,7,0,0,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,52,53,52,53,16,17,6,7,0,0,0
0,16,17,6,7,0,0,10,11,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,20,21,22,23,16,17,6,7,0,0,0
0,16,17,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,6,7,0,0,0
0,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,6,7,0,0,0
0,10,11,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,8,9,0,0,0
